Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
April 30 2022,Harrison,MS,Passenger,2,0,2,51,53,3.77
June 30 2018,District of Columbia,DC,Passenger,0,3,3,188,191,1.57
August 31 2020,Pacific,WA,Truck,0,0,0,"7,723","7,723",0.00
August 31 2019,Lake,FL,Passenger,1,0,1,22,23,4.35
September 30 2021,Dallas,IA,Passenger,0,1,1,9,10,10.00
September 30 2018,Grays Harbor,WA,Truck,0,0,0,"20,304","20,304",0.00
March 31 2020,Montgomery,TX,Passenger,1,0,1,57,58,1.72
October 31 2022,Suffolk,VA,Passenger,1,0,1,115,116,0.86
June 30 2018,Santa Fe,NM,Passenger,0,1,1,43,44,2.27
December 31 2020,Asotin,WA,Truck,0,0,0,"6,676","6,676",0.00
December 31 2019,Maui,HI,Passenger,2,0,2,41,43,4.65
May 31 2023,Napa,CA,Passenger,0,1,1,13,14,7.14
December 31 2020,Broward,FL,Passenger,2,1,3,112,115,2.61
August 31 2019,Fulton,GA,Passenger,0,2,2,103,105,1.90
May 31 2018,Snohomish,WA,Passenger,"2,281","1,222","3,503","519,976","523,479",0.67
November 30 2022,Lewis,WA,Truck,2,0,2,"26,306","26,308",0.01
February 28 2021,Whitman,WA,Truck,0,0,0,"8,517","8,517",0.00
October 31 2022,Okanogan,WA,Truck,1,0,1,"16,457","16,458",0.01
June 30 2020,Maricopa,AZ,Passenger,5,9,14,"1,511","1,525",0.92
February 28 2022,Middlesex,MA,Passenger,0,1,1,93,94,1.06
May 31 2022,Mason,WA,Truck,1,0,1,"21,034","21,035",0.00
February 28 2019,Chelan,WA,Passenger,145,66,211,"54,156","54,367",0.39
December 31 2021,Kittitas,WA,Passenger,207,75,282,"29,836","30,118",0.94
February 29 2020,Los Angeles,CA,Passenger,7,12,19,"1,074","1,093",1.74
February 28 2018,Pinal,AZ,Passenger,2,0,2,215,217,0.92
May 31 2019,Sedgwick,KS,Passenger,0,1,1,105,106,0.94
January 31 2017,Bergen,NJ,Passenger,0,2,2,34,36,5.56
July 31 2023,Tooele,UT,Passenger,1,0,1,8,9,11.11
March 31 2023,Eagle,CO,Passenger,1,0,1,7,8,12.50
April 30 2020,Thurston,WA,Truck,0,0,0,"55,497","55,497",0.00
October 31 2023,Lewis,WA,Truck,8,0,8,"25,650","25,658",0.03
October 31 2022,Whatcom,WA,Passenger,"1,992",784,"2,776","148,589","151,365",1.83
December 31 2020,Allegheny,PA,Passenger,1,1,2,75,77,2.60
May 31 2021,Charles,MD,Passenger,1,1,2,71,73,2.74
September 30 2021,Montgomery,PA,Passenger,2,0,2,23,25,8.00
November 30 2019,Tulsa,OK,Passenger,1,1,2,52,54,3.70
May 31 2021,Honolulu,HI,Passenger,5,2,7,436,443,1.58
October 31 2022,Arapahoe,CO,Passenger,0,1,1,88,89,1.12
February 28 2023,Calvert,MD,Passenger,0,2,2,80,82,2.44
October 31 2019,Wahkiakum,WA,Truck,0,0,0,"1,752","1,752",0.00
September 30 2022,York,VA,Passenger,1,0,1,84,85,1.18
September 30 2018,Montgomery,MD,Passenger,1,0,1,287,288,0.35
August 31 2022,El Paso,TX,Passenger,3,0,3,341,344,0.87
March 31 2020,Island,WA,Passenger,406,270,676,"63,189","63,865",1.06
October 31 2017,Pierce,WA,Passenger,"1,040",916,"1,956","525,393","527,349",0.37
September 30 2018,Adams,WA,Truck,0,0,0,"5,156","5,156",0.00
July 31 2021,Palm Beach,FL,Passenger,0,1,1,70,71,1.41
April 30 2022,Ventura,CA,Passenger,2,2,4,246,250,1.60
June 30 2022,Cook,IL,Passenger,2,0,2,206,208,0.96
November 30 2020,Jones,GA,Passenger,1,0,1,1,2,50.00
April 30 2022,Snohomish,WA,Passenger,"7,962","2,417","10,379","533,714","544,093",1.91
September 30 2017,El Paso,TX,Passenger,1,0,1,548,549,0.18
March 31 2018,Fairfax,VA,Passenger,3,2,5,826,831,0.60
December 31 2020,Newport,RI,Passenger,0,1,1,83,84,1.19
August 31 2019,Kalamazoo,MI,Passenger,1,0,1,15,16,6.25
August 31 2018,Nantucket,MA,Passenger,1,0,1,4,5,20.00
October 31 2023,Columbia,OR,Passenger,1,0,1,10,11,9.09
October 31 2020,Wahkiakum,WA,Passenger,6,6,12,"3,035","3,047",0.39
December 31 2022,Clallam,WA,Truck,8,0,8,"21,865","21,873",0.04
December 31 2017,Garfield,WA,Passenger,1,0,1,"1,321","1,322",0.08
April 30 2017,Gwinnett,GA,Passenger,0,1,1,90,91,1.10
October 31 2022,Columbia,OR,Passenger,1,0,1,14,15,6.67
December 31 2022,Benton,WA,Passenger,930,500,"1,430","135,679","137,109",1.04
March 31 2018,Franklin,WA,Passenger,34,55,89,"57,207","57,296",0.16
October 31 2019,Orange,CA,Passenger,7,3,10,534,544,1.84
August 31 2017,Juneau,AK,Passenger,0,1,1,44,45,2.22
July 31 2019,Spartanburg,SC,Passenger,0,1,1,40,41,2.44
September 30 2020,Fresno,CA,Passenger,1,0,1,189,190,0.53
October 31 2022,Denton,TX,Passenger,2,0,2,59,61,3.28
February 29 2020,Harrison,MS,Passenger,1,0,1,63,64,1.56
January 31 2020,Larimer,CO,Passenger,1,0,1,54,55,1.82
March 31 2020,Pinal,AZ,Passenger,1,0,1,195,196,0.51
April 30 2017,Morris,NJ,Passenger,1,0,1,22,23,4.35
November 30 2018,Valencia,NM,Passenger,1,0,1,12,13,7.69
April 30 2018,Beaufort,SC,Passenger,1,0,1,40,41,2.44
December 31 2018,Thurston,WA,Truck,0,0,0,"54,869","54,869",0.00
August 31 2020,Benton,WA,Truck,0,0,0,"43,019","43,019",0.00
January 31 2018,Albemarle,VA,Passenger,0,1,1,30,31,3.23
May 31 2019,Jefferson,WA,Truck,0,0,0,"9,664","9,664",0.00
July 31 2020,Jefferson,WA,Truck,0,0,0,"9,539","9,539",0.00
May 31 2020,Suffolk,VA,Passenger,1,0,1,121,122,0.82
October 31 2019,Clark,NV,Passenger,5,2,7,704,711,0.98
September 30 2023,Alameda,CA,Passenger,4,1,5,156,161,3.11
March 31 2023,Washtenaw,MI,Passenger,0,2,2,23,25,8.00
December 31 2020,Bartow,GA,Passenger,0,1,1,5,6,16.67
June 30 2019,Yakima,WA,Truck,0,0,0,"59,133","59,133",0.00
March 31 2020,San Diego,CA,Passenger,13,4,17,"2,772","2,789",0.61
May 31 2018,Deschutes,OR,Passenger,1,0,1,177,178,0.56
September 30 2019,San Joaquin,CA,Passenger,1,0,1,137,138,0.72
December 31 2021,Fairfax,VA,Passenger,4,4,8,681,689,1.16
June 30 2022,Stevens,WA,Truck,0,0,0,"18,929","18,929",0.00
July 31 2017,Island,WA,Truck,0,0,0,"20,496","20,496",0.00
June 30 2017,Whitman,WA,Truck,0,0,0,"8,431","8,431",0.00
August 31 2017,Gwinnett,GA,Passenger,0,1,1,88,89,1.12
January 31 2023,Danville,VA,Passenger,1,0,1,0,1,100.00
August 31 2021,Eagle,CO,Passenger,1,0,1,9,10,10.00
August 31 2022,Thurston,WA,Truck,17,0,17,"55,076","55,093",0.03
April 30 2018,Franklin,WA,Truck,0,0,0,"18,595","18,595",0.00
August 31 2018,Jefferson,WA,Truck,0,0,0,"9,616","9,616",0.00
October 31 2023,Stevens,WA,Passenger,131,73,204,"29,440","29,644",0.69
January 31 2022,Douglas,WA,Passenger,118,56,174,"28,576","28,750",0.61
June 30 2017,Honolulu,HI,Passenger,3,2,5,603,608,0.82
January 31 2018,Palm Beach,FL,Passenger,0,2,2,86,88,2.27
September 30 2021,Hennepin,MN,Passenger,3,0,3,75,78,3.85
March 31 2021,Cowlitz,WA,Truck,0,0,0,"29,047","29,047",0.00
March 31 2021,Lincoln,WA,Passenger,5,13,18,"7,689","7,707",0.23
February 28 2021,Fresno,CA,Passenger,1,0,1,185,186,0.54
August 31 2021,Okanogan,WA,Passenger,66,45,111,"26,462","26,573",0.42
January 31 2023,Pacific,WA,Passenger,72,81,153,"15,705","15,858",0.96
January 31 2018,Norfolk,MA,Passenger,1,0,1,37,38,2.63
July 31 2018,Montgomery,TX,Passenger,1,0,1,66,67,1.49
January 31 2024,Goochland,VA,Passenger,0,1,1,19,20,5.00
August 31 2021,Klickitat,WA,Passenger,82,51,133,"15,353","15,486",0.86
November 30 2018,Orange,CA,Passenger,5,2,7,564,571,1.23
March 31 2019,Wahkiakum,WA,Truck,0,0,0,"1,725","1,725",0.00
May 31 2022,El Paso,TX,Passenger,3,0,3,360,363,0.83
September 30 2019,Santa Rosa,FL,Passenger,1,0,1,90,91,1.10
December 31 2023,Wilson,TX,Passenger,0,1,1,3,4,25.00
April 30 2020,Virginia Beach,VA,Passenger,1,0,1,670,671,0.15
October 31 2021,Columbia,WA,Passenger,7,2,9,"2,437","2,446",0.37
April 30 2018,Anne Arundel,MD,Passenger,0,1,1,449,450,0.22
November 30 2020,Columbia,WA,Truck,0,0,0,"1,529","1,529",0.00
May 31 2017,Carroll,NH,Passenger,0,1,1,0,1,100.00
June 30 2021,Mason,WA,Truck,0,0,0,"21,322","21,322",0.00
July 31 2023,Autauga,AL,Passenger,2,0,2,12,14,14.29
November 30 2021,Middlesex,MA,Passenger,1,1,2,95,97,2.06
July 31 2018,Charles,MD,Passenger,0,1,1,84,85,1.18
March 31 2019,Camden,NJ,Passenger,0,1,1,26,27,3.70
July 31 2021,Bexar,TX,Passenger,2,4,6,549,555,1.08
January 31 2017,Jefferson,NY,Passenger,1,1,2,253,255,0.78
July 31 2022,Benton,WA,Truck,3,0,3,"43,472","43,475",0.01
August 31 2022,Okanogan,WA,Truck,1,0,1,"16,528","16,529",0.01
April 30 2017,Grant,WA,Truck,0,0,0,"25,091","25,091",0.00
November 30 2022,Chesapeake,VA,Passenger,2,2,4,315,319,1.25
August 31 2017,Garfield,WA,Passenger,1,0,1,"1,302","1,303",0.08
January 31 2017,San Mateo,CA,Passenger,0,1,1,178,179,0.56
February 28 2019,Jefferson,WA,Passenger,179,113,292,"24,860","25,152",1.16
November 30 2018,Marion,OR,Passenger,1,0,1,124,125,0.80
November 30 2022,Arlington,VA,Passenger,1,0,1,117,118,0.85
May 31 2022,DeKalb,GA,Passenger,1,0,1,53,54,1.85
March 31 2021,Allegheny,PA,Passenger,1,1,2,74,76,2.63
May 31 2020,Frederick,MD,Passenger,1,1,2,73,75,2.67
July 31 2020,Tulsa,OK,Passenger,1,1,2,47,49,4.08
November 30 2020,Whatcom,WA,Truck,3,0,3,"43,478","43,481",0.01
January 31 2018,Asotin,WA,Passenger,8,5,13,"12,544","12,557",0.10
June 30 2017,Mason,WA,Passenger,56,66,122,"43,445","43,567",0.28
January 31 2022,Broward,FL,Passenger,2,0,2,101,103,1.94
May 31 2020,New Haven,CT,Passenger,0,2,2,39,41,4.88
October 31 2021,Howard,IN,Passenger,0,1,1,6,7,14.29
June 30 2021,Manassas,VA,Passenger,0,1,1,7,8,12.50
January 31 2022,Cowlitz,WA,Truck,0,1,1,"28,908","28,909",0.00
August 31 2017,Columbia,WA,Truck,0,0,0,"1,542","1,542",0.00
March 31 2023,Pacific,WA,Passenger,75,84,159,"15,634","15,793",1.01
February 28 2017,New Haven,CT,Passenger,0,1,1,61,62,1.61
September 30 2020,Salt Lake,UT,Passenger,0,1,1,186,187,0.53
November 30 2018,Frederick,MD,Passenger,0,1,1,82,83,1.20
May 31 2022,Garfield,WA,Truck,0,0,0,979,979,0.00
January 31 2018,Sedgwick,KS,Passenger,0,1,1,108,109,0.92
January 31 2021,Marion,IA,Passenger,1,0,1,1,2,50.00
September 30 2022,Wichita,TX,Passenger,2,0,2,38,40,5.00
July 31 2021,Onslow,NC,Passenger,0,1,1,182,183,0.55
March 31 2022,Albemarle,VA,Passenger,3,0,3,21,24,12.50
November 30 2023,Adams,WA,Passenger,29,14,43,"13,004","13,047",0.33
February 28 2019,Lewis,WA,Truck,0,0,0,"25,697","25,697",0.00
February 28 2023,Stevens,WA,Truck,2,0,2,"18,761","18,763",0.01
August 31 2022,Pulaski,MO,Passenger,1,0,1,111,112,0.89
August 31 2019,Charleston,SC,Passenger,1,0,1,120,121,0.83
July 31 2018,Ada,ID,Passenger,0,2,2,329,331,0.60
August 31 2020,Newport,RI,Passenger,0,1,1,82,83,1.20
September 30 2018,Collier,FL,Passenger,1,0,1,21,22,4.55
July 31 2017,Juneau,AK,Passenger,0,1,1,46,47,2.13
August 31 2020,Kitsap,WA,Passenger,"1,400",698,"2,098","179,562","181,660",1.15
July 31 2023,Spokane,WA,Truck,41,0,41,"101,652","101,693",0.04
July 31 2020,Houston,GA,Passenger,1,0,1,55,56,1.79
June 30 2020,Ada,ID,Passenger,0,1,1,285,286,0.35
July 31 2020,Albemarle,VA,Passenger,1,0,1,22,23,4.35
August 31 2021,Multnomah,OR,Passenger,2,7,9,659,668,1.35
October 31 2018,Santa Clara,CA,Passenger,8,0,8,384,392,2.04
March 31 2021,Portsmouth,VA,Passenger,0,1,1,81,82,1.22
March 31 2021,Hampshire,MA,Passenger,1,0,1,8,9,11.11
February 28 2023,Essex,NJ,Passenger,2,0,2,10,12,16.67
March 31 2022,Asotin,WA,Passenger,22,18,40,"12,644","12,684",0.32
March 31 2018,Marin,CA,Passenger,1,0,1,54,55,1.82
November 30 2022,St. Clair,IL,Passenger,1,0,1,117,118,0.85
May 31 2022,Boulder,CO,Passenger,2,0,2,44,46,4.35
September 30 2022,Lewis,WA,Passenger,251,178,429,"59,798","60,227",0.71
May 31 2022,Pulaski,MO,Passenger,1,0,1,115,116,0.86
September 30 2018,Snohomish,WA,Truck,1,0,1,"121,771","121,772",0.00
January 31 2024,Snohomish,WA,Truck,289,0,289,"117,566","117,855",0.25
January 31 2022,Clinton,PA,Passenger,1,0,1,0,1,100.00
May 31 2018,Island,WA,Truck,0,0,0,"20,872","20,872",0.00
July 31 2017,Shelby,TN,Passenger,0,1,1,113,114,0.88
November 30 2021,Skagit,WA,Passenger,666,299,965,"91,251","92,216",1.05
November 30 2022,Walla Walla,WA,Truck,3,0,3,"13,911","13,914",0.02
May 31 2019,Fulton,GA,Passenger,1,2,3,108,111,2.70
October 31 2022,Providence,RI,Passenger,1,0,1,20,21,4.76
March 31 2018,Allegheny,PA,Passenger,1,0,1,81,82,1.22
April 30 2020,Brevard,FL,Passenger,0,1,1,88,89,1.12
December 31 2020,Montgomery,OH,Passenger,0,1,1,54,55,1.82
October 31 2018,DeKalb,IN,Passenger,1,0,1,1,2,50.00
July 31 2023,Grant,WA,Passenger,296,131,427,"67,169","67,596",0.63
July 31 2021,Newport,RI,Passenger,0,1,1,77,78,1.28
September 30 2017,Santa Rosa,FL,Passenger,1,0,1,112,113,0.88
September 30 2018,Deschutes,OR,Passenger,2,0,2,170,172,1.16
February 28 2022,Alameda,CA,Passenger,5,0,5,224,229,2.18
September 30 2022,Sumter,SC,Passenger,0,1,1,36,37,2.70
June 30 2023,Camden,NJ,Passenger,0,1,1,13,14,7.14
July 31 2019,Solano,CA,Passenger,1,0,1,214,215,0.47
October 31 2020,Alexandria,VA,Passenger,3,0,3,131,134,2.24
November 30 2022,Kings,CA,Passenger,2,1,3,298,301,1.00
August 31 2022,Kittitas,WA,Truck,3,0,3,"14,617","14,620",0.02
December 31 2023,Carroll,MD,Passenger,0,1,1,14,15,6.67
October 31 2018,Monroe,IL,Passenger,1,0,1,3,4,25.00
June 30 2018,Grant,WA,Passenger,31,45,76,"63,140","63,216",0.12
July 31 2019,Calvert,MD,Passenger,0,2,2,87,89,2.25
March 31 2021,Clackamas,OR,Passenger,3,0,3,178,181,1.66
June 30 2023,Skagit,WA,Passenger,"1,107",414,"1,521","88,917","90,438",1.68
May 31 2020,District of Columbia,DC,Passenger,1,1,2,200,202,0.99
August 31 2023,Adams,WA,Truck,3,0,3,"5,347","5,350",0.06
February 28 2021,San Juan,WA,Truck,0,0,0,"5,863","5,863",0.00
September 30 2022,Harris,TX,Passenger,1,0,1,154,155,0.65
June 30 2020,Shasta,CA,Passenger,1,0,1,37,38,2.63
January 31 2022,Manassas,VA,Passenger,0,1,1,7,8,12.50
March 31 2023,Hudson,NJ,Passenger,1,0,1,24,25,4.00
May 31 2023,Muscogee,GA,Passenger,0,1,1,100,101,0.99
November 30 2021,Virginia Beach,VA,Passenger,2,0,2,579,581,0.34
January 31 2018,Multnomah,OR,Passenger,3,4,7,850,857,0.82
October 31 2017,DeKalb,GA,Passenger,1,0,1,87,88,1.14
April 30 2022,Cowlitz,WA,Truck,0,1,1,"28,718","28,719",0.00
April 30 2022,Sedgwick,KS,Passenger,1,1,2,82,84,2.38
January 31 2021,Henrico,VA,Passenger,0,1,1,18,19,5.26
July 31 2019,Boulder,CO,Passenger,1,0,1,48,49,2.04
March 31 2018,King,WA,Passenger,"11,968","5,151","17,119","1,367,657","1,384,776",1.24
July 31 2018,Skagit,WA,Passenger,215,171,386,"90,705","91,091",0.42
April 30 2020,San Francisco,CA,Passenger,2,1,3,104,107,2.80
February 29 2024,Jefferson,NY,Passenger,2,1,3,157,160,1.88
December 31 2020,Spartanburg,SC,Passenger,0,1,1,52,53,1.89
January 31 2024,Essex,MA,Passenger,1,0,1,12,13,7.69
November 30 2023,Spokane,WA,Passenger,"2,785","1,341","4,126","320,222","324,348",1.27
October 31 2022,Pierce,WA,Passenger,"5,742","2,444","8,186","540,043","548,229",1.49
February 28 2018,Multnomah,OR,Passenger,3,4,7,840,847,0.83
February 28 2017,Adams,WA,Truck,0,0,0,"5,070","5,070",0.00
July 31 2023,Franklin,WA,Truck,6,0,6,"20,928","20,934",0.03
September 30 2018,Mecklenburg,NC,Passenger,1,0,1,83,84,1.19
February 29 2024,Pitt,NC,Passenger,0,1,1,3,4,25.00
November 30 2021,Snohomish,WA,Truck,2,0,2,"125,645","125,647",0.00
December 31 2021,Pulaski,MO,Passenger,1,0,1,127,128,0.78
March 31 2019,Pinal,AZ,Passenger,2,0,2,202,204,0.98
July 31 2019,DeKalb,IN,Passenger,1,0,1,1,2,50.00
February 28 2021,King,WA,Truck,6,1,7,"184,276","184,283",0.00
June 30 2021,Okanogan,WA,Truck,0,0,0,"16,747","16,747",0.00
October 31 2018,Whitman,WA,Truck,0,0,0,"8,535","8,535",0.00
December 31 2018,,,Passenger,4,2,6,422,428,1.40
October 31 2018,Honolulu,HI,Passenger,1,2,3,528,531,0.56
July 31 2020,Twin Falls,ID,Passenger,0,1,1,24,25,4.00
November 30 2019,Collier,FL,Passenger,1,0,1,19,20,5.00
November 30 2019,Lewis,WA,Passenger,109,105,214,"59,501","59,715",0.36
February 29 2020,Lake,IL,Passenger,1,0,1,174,175,0.57
December 31 2018,El Paso,CO,Passenger,3,1,4,776,780,0.51
March 31 2022,Pulaski,MO,Passenger,1,0,1,118,119,0.84
September 30 2020,Clackamas,OR,Passenger,2,0,2,185,187,1.07
December 31 2021,Howard,IN,Passenger,0,1,1,6,7,14.29
February 28 2023,Yakima,WA,Passenger,443,240,683,"166,192","166,875",0.41
November 30 2017,Pend Oreille,WA,Passenger,3,4,7,"9,431","9,438",0.07
October 31 2021,Asotin,WA,Passenger,21,17,38,"12,759","12,797",0.30
September 30 2021,San Diego,CA,Passenger,17,6,23,"2,582","2,605",0.88
March 31 2022,Ventura,CA,Passenger,2,2,4,250,254,1.57
February 29 2024,Anchorage,AK,Passenger,1,0,1,77,78,1.28
March 31 2023,Pierce,WA,Passenger,"6,833","2,627","9,460","533,850","543,310",1.74
June 30 2020,Yakima,WA,Passenger,133,119,252,"165,325","165,577",0.15
October 31 2020,Santa Cruz,CA,Passenger,1,0,1,34,35,2.86
April 30 2020,Penobscot,ME,Passenger,0,1,1,16,17,5.88
January 31 2024,Sheridan,WY,Passenger,1,0,1,3,4,25.00
March 31 2017,Portsmouth,VA,Passenger,0,1,1,66,67,1.49
September 30 2021,Baltimore,MD,Passenger,1,0,1,98,99,1.01
February 28 2023,Leavenworth,KS,Passenger,0,1,1,91,92,1.09
January 31 2024,Washtenaw,MI,Passenger,0,2,2,15,17,11.76
October 31 2018,San Francisco,CA,Passenger,1,1,2,119,121,1.65
September 30 2017,Pinal,AZ,Passenger,2,0,2,230,232,0.86
October 31 2020,Okanogan,WA,Truck,0,0,0,"16,564","16,564",0.00
January 31 2022,Tarrant,TX,Passenger,2,0,2,143,145,1.38
August 31 2020,Suffolk,VA,Passenger,1,0,1,123,124,0.81
July 31 2020,Flathead,MT,Passenger,1,0,1,61,62,1.61
April 30 2018,Chelan,WA,Passenger,98,45,143,"53,393","53,536",0.27
February 28 2018,Montgomery,TN,Passenger,1,0,1,269,270,0.37
May 31 2020,Maui,HI,Passenger,2,0,2,35,37,5.41
June 30 2021,Missoula,MT,Passenger,1,0,1,64,65,1.54
March 31 2020,Washtenaw,MI,Passenger,1,0,1,36,37,2.70
May 31 2021,Wilson,NC,Passenger,1,0,1,0,1,100.00
November 30 2022,Grant,WA,Passenger,221,110,331,"66,745","67,076",0.49
May 31 2020,Clallam,WA,Truck,1,0,1,"21,665","21,666",0.00
February 28 2022,Clackamas,OR,Passenger,2,0,2,165,167,1.20
May 31 2018,Jefferson,NY,Passenger,1,1,2,228,230,0.87
December 31 2022,Sacramento,CA,Passenger,4,1,5,204,209,2.39
April 30 2023,Nassau,NY,Passenger,2,0,2,27,29,6.90
July 31 2019,Randolph,NC,Passenger,1,0,1,6,7,14.29
January 31 2022,Bexar,TX,Passenger,2,4,6,514,520,1.15
October 31 2018,Prince William,VA,Passenger,0,5,5,257,262,1.91
July 31 2022,Hillsborough,FL,Passenger,1,2,3,124,127,2.36
February 28 2021,Tulsa,OK,Passenger,1,1,2,43,45,4.44
April 30 2022,Burlington,NJ,Passenger,0,2,2,112,114,1.75
February 29 2024,Berkeley,SC,Passenger,1,1,2,76,78,2.56
October 31 2019,Yakima,WA,Truck,0,0,0,"59,487","59,487",0.00
August 31 2020,San Francisco,CA,Passenger,2,1,3,98,101,2.97
May 31 2021,Anchorage,AK,Passenger,1,0,1,147,148,0.68
February 29 2024,,,Passenger,5,0,5,213,218,2.29
December 31 2021,Calvert,MD,Passenger,0,2,2,82,84,2.38
February 29 2024,Wake,NC,Passenger,2,0,2,61,63,3.17
February 28 2023,Currituck,NC,Passenger,1,0,1,19,20,5.00
August 31 2018,Pierce,WA,Passenger,"1,303","1,224","2,527","534,749","537,276",0.47
October 31 2023,Lincoln,WA,Passenger,21,24,45,"7,576","7,621",0.59
May 31 2021,Allegheny,PA,Passenger,1,1,2,73,75,2.67
May 31 2021,Pierce,WA,Passenger,"3,381","1,940","5,321","559,582","564,903",0.94
December 31 2018,Jefferson,WA,Passenger,168,106,274,"24,837","25,111",1.09
January 31 2022,Lewis,WA,Passenger,212,167,379,"59,492","59,871",0.63
December 31 2018,Fairfax,VA,Passenger,4,2,6,812,818,0.73
April 30 2020,Ferry,WA,Passenger,5,3,8,"4,332","4,340",0.18
November 30 2018,Whatcom,WA,Truck,2,0,2,"42,655","42,657",0.00
June 30 2020,Cascade,MT,Passenger,0,1,1,59,60,1.67
March 31 2020,Mason,WA,Truck,0,0,0,"20,570","20,570",0.00
March 31 2019,St. Clair,IL,Passenger,0,1,1,165,166,0.60
January 31 2021,Hamilton,IN,Passenger,2,0,2,37,39,5.13
April 30 2021,Nassau,FL,Passenger,1,0,1,33,34,2.94
February 28 2021,Dakota,MN,Passenger,0,1,1,28,29,3.45
May 31 2019,Berkshire,MA,Passenger,0,1,1,4,5,20.00
April 30 2018,Thurston,WA,Passenger,523,444,967,"191,741","192,708",0.50
February 28 2018,Norfolk,MA,Passenger,1,0,1,40,41,2.44
October 31 2018,Benton,WA,Passenger,191,217,408,"132,560","132,968",0.31
June 30 2020,Cowlitz,WA,Passenger,138,115,253,"72,315","72,568",0.35
December 31 2017,Portsmouth,VA,Passenger,0,1,1,66,67,1.49
January 31 2023,Tooele,UT,Passenger,1,0,1,7,8,12.50
July 31 2023,Anne Arundel,MD,Passenger,5,3,8,289,297,2.69
November 30 2023,Prince William,VA,Passenger,1,2,3,146,149,2.01
May 31 2020,Osceola,FL,Passenger,1,0,1,40,41,2.44
November 30 2017,Saratoga,NY,Passenger,1,1,2,70,72,2.78
July 31 2022,Pierce,WA,Truck,20,0,20,"141,128","141,148",0.01
September 30 2019,Alameda,CA,Passenger,3,1,4,302,306,1.31
February 29 2020,Washoe,NV,Passenger,1,0,1,115,116,0.86
February 28 2018,Snohomish,WA,Passenger,"2,088","1,118","3,206","517,215","520,421",0.62
May 31 2023,Benton,WA,Passenger,"1,119",561,"1,680","135,591","137,271",1.22
June 30 2020,Adams,WA,Truck,0,0,0,"5,261","5,261",0.00
October 31 2019,Garfield,WA,Truck,0,0,0,961,961,0.00
April 30 2019,Fresno,CA,Passenger,1,0,1,196,197,0.51
March 31 2022,Yellowstone,MT,Passenger,0,1,1,27,28,3.57
July 31 2021,Whatcom,WA,Truck,4,0,4,"43,850","43,854",0.01
December 31 2020,Pacific,WA,Truck,0,0,0,"7,791","7,791",0.00
September 30 2022,Muscogee,GA,Passenger,0,1,1,119,120,0.83
November 30 2022,Whatcom,WA,Passenger,"2,056",798,"2,854","148,695","151,549",1.88
December 31 2021,Moore,NC,Passenger,0,1,1,125,126,0.79
August 31 2020,Okaloosa,FL,Passenger,0,1,1,147,148,0.68
April 30 2020,Harford,MD,Passenger,0,1,1,59,60,1.67
August 31 2018,Douglas,WA,Passenger,45,31,76,"27,791","27,867",0.27
January 31 2018,Clark,WA,Truck,0,0,0,"78,569","78,569",0.00
January 31 2022,Asotin,WA,Truck,0,0,0,"6,731","6,731",0.00
September 30 2020,Mason,WA,Truck,0,0,0,"20,792","20,792",0.00
June 30 2021,Bucks,PA,Passenger,1,0,1,18,19,5.26
January 31 2020,Carroll,NH,Passenger,0,1,1,4,5,20.00
October 31 2019,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
September 30 2023,Clark,WA,Truck,118,0,118,"81,015","81,133",0.15
March 31 2019,Douglas,WA,Passenger,53,34,87,"27,886","27,973",0.31
April 30 2023,Clallam,WA,Passenger,519,279,798,"49,124","49,922",1.60
December 31 2022,Penobscot,ME,Passenger,0,1,1,9,10,10.00
August 31 2019,Eagle,CO,Passenger,1,0,1,6,7,14.29
January 31 2022,Danville,VA,Passenger,1,0,1,0,1,100.00
December 31 2023,Yellowstone,MT,Passenger,0,1,1,8,9,11.11
November 30 2020,Yakima,WA,Passenger,167,122,289,"166,974","167,263",0.17
February 28 2021,Grant,WA,Passenger,90,86,176,"66,053","66,229",0.27
March 31 2020,Clark,NV,Passenger,4,2,6,702,708,0.85
November 30 2017,El Paso,TX,Passenger,1,0,1,528,529,0.19
July 31 2022,Contra Costa,CA,Passenger,0,4,4,233,237,1.69
June 30 2023,Stevens,WA,Truck,1,0,1,"18,747","18,748",0.01
December 31 2021,King,WA,Passenger,"35,467","10,217","45,684","1,358,300","1,403,984",3.25
March 31 2020,Grant,WA,Passenger,58,71,129,"65,480","65,609",0.20
February 29 2020,Fairfax,VA,Passenger,5,3,8,763,771,1.04
August 31 2020,Stafford,VA,Passenger,1,1,2,98,100,2.00
August 31 2021,Hudson,NJ,Passenger,1,0,1,44,45,2.22
November 30 2019,Pinellas,FL,Passenger,1,1,2,117,119,1.68
April 30 2023,Pima,AZ,Passenger,1,0,1,198,199,0.50
June 30 2020,Franklin,WA,Truck,0,0,0,"19,967","19,967",0.00
October 31 2023,York,VA,Passenger,1,0,1,64,65,1.54
August 31 2019,Vigo,IN,Passenger,1,0,1,6,7,14.29
March 31 2023,Walla Walla,WA,Passenger,209,111,320,"35,527","35,847",0.89
October 31 2021,Wahkiakum,WA,Passenger,17,8,25,"3,064","3,089",0.81
