ID No,Prog Code,Gender,YoG,CGPA,CGPA100,CGPA200,CGPA300,CGPA400,SGPA
95759,CIS,Female,2013,3.63,3.42,3.80,3.79,3.55,3.16
44312,CIS,Male,2013,2.93,3.40,2.47,2.52,3.22,2.50
41264,CIS,Female,2013,4.20,4.09,4.43,3.90,4.29,2.23
25706,CIS,Female,2013,3.79,3.64,3.93,4.21,3.52,2.36
33821,CIS,Male,2013,3.21,3.33,3.71,2.97,2.77,2.29
87112,CIS,Male,2013,3.02,3.04,2.98,2.97,3.08,2.68
77466,CIS,Male,2013,3.59,3.82,3.40,3.10,3.87,1.91
54969,CIS,Male,2013,4.17,4.18,4.19,4.04,4.23,2.85
26018,CIS,Male,2013,3.36,3.93,3.31,2.70,3.23,3.02
32641,CIS,Female,2013,3.92,3.40,4.40,4.00,3.95,2.97
89501,CIS,Male,2013,3.48,3.42,3.43,3.52,3.55,2.71
59373,CIS,Male,2013,3.70,3.87,4.00,3.45,3.40,2.43
24878,CIS,Male,2013,2.55,3.04,2.13,2.13,2.82,3.54
90408,CIS,Male,2013,3.89,3.73,3.52,4.21,4.19,2.92
70320,CIS,Male,2013,3.19,3.31,3.12,3.03,3.24,2.08
38937,CIS,Male,2013,2.56,2.47,2.09,2.73,3.00,2.08
57372,CIS,Male,2013,2.22,2.42,1.79,2.10,2.35,3.05
52632,CIS,Female,2013,3.88,3.80,4.26,3.69,3.71,1.76
29869,CIS,Female,2013,3.68,3.44,3.67,3.52,4.05,3.19
50943,CIS,Male,2013,2.24,2.96,1.48,1.58,2.63,2.43
28638,CIS,Male,2013,3.22,3.24,2.66,2.90,3.88,3.52
52898,CIS,Male,2013,3.49,3.71,3.77,4.17,2.67,2.42
64738,CIS,Male,2013,3.88,4.09,4.02,3.79,3.57,2.97
42930,CIS,Female,2013,4.71,4.71,4.90,4.66,4.55,3.75
30519,CIS,Male,2013,3.84,3.51,4.41,3.48,3.83,3.28
67474,CIS,Male,2013,4.44,4.42,4.43,4.28,4.60,2.36
77955,CIS,Male,2014,2.51,2.71,2.08,2.91,2.50,2.78
50270,CIS,Male,2013,3.94,3.82,4.14,3.96,3.84,2.67
95818,CIS,Male,2013,3.41,3.58,3.55,2.22,3.78,1.84
54748,CIS,Female,2013,3.07,3.06,3.14,3.00,3.06,2.50
37567,CIS,Male,2013,4.54,4.53,4.67,4.34,4.55,3.52
73087,CIS,Male,2013,3.13,3.73,2.44,2.59,3.64,3.57
68115,CIS,Female,2013,3.37,3.51,3.43,3.07,3.36,2.56
82170,CIS,Male,2014,2.86,3.11,3.16,2.81,2.47,2.66
65756,CIS,Male,2013,4.80,4.78,4.81,4.83,4.81,4.22
71608,CIS,Male,2013,2.11,2.64,2.07,1.52,1.99,2.24
74453,CIS,Male,2013,3.89,3.96,4.14,3.28,3.98,2.29
60815,CIS,Male,2013,2.67,2.33,2.51,2.65,3.13,2.77
66019,CIS,Female,2013,4.73,4.84,4.90,4.72,4.43,4.14
31231,CIS,Male,2014,2.28,2.09,1.91,2.58,2.62,2.22
83497,CIS,Male,2013,3.50,3.16,3.50,3.72,3.68,2.97
25538,CIS,Female,2013,3.34,3.36,3.36,3.31,3.33,2.29
88770,CIS,Male,2013,3.99,4.00,3.95,3.72,4.21,3.54
90303,CIS,Female,2013,4.75,4.69,4.88,4.93,4.55,3.20
24035,CIS,Male,2013,3.20,4.00,2.90,2.52,3.13,3.06
48735,CIS,Male,2013,3.02,3.29,2.85,2.32,3.30,3.75
32169,CIS,Male,2013,2.84,2.98,2.22,2.85,3.31,1.84
65037,CIS,Female,2013,3.78,4.24,3.52,3.41,3.79,2.85
23728,CIS,Male,2014,2.61,3.67,2.06,2.64,2.36,3.67
51698,CIS,Female,2013,3.74,4.11,3.55,3.48,3.70,3.52
60793,CIS,Male,2013,4.04,4.13,3.88,3.97,4.17,2.43
35549,CIS,Male,2013,2.63,3.53,1.74,1.74,3.09,2.43
25338,CIS,Male,2013,3.75,3.67,3.25,3.81,4.29,2.99
65696,CIS,Male,2013,4.19,3.82,4.19,4.66,4.26,2.19
80200,CIS,Male,2013,2.74,2.80,2.61,2.13,3.00,2.99
75563,CIS,Female,2013,4.61,4.31,4.67,4.86,4.71,2.25
60606,CIS,Female,2013,4.44,4.49,4.52,4.21,4.45,2.66
50505,CIS,Male,2013,4.75,4.73,4.83,4.72,4.71,2.34
78364,CIS,Male,2013,4.84,4.84,4.98,4.76,4.76,3.13
54621,CIS,Male,2013,4.28,4.22,4.48,4.45,4.05,2.27
78959,CIS,Male,2013,3.01,3.44,2.28,2.76,3.51,3.05
50437,CIS,Male,2013,4.60,4.60,4.74,4.52,4.52,3.28
72220,CIS,Male,2013,4.13,4.64,4.17,3.79,3.76,3.40
80308,CIS,Female,2013,3.35,2.78,3.73,3.00,3.72,2.43
97168,CIS,Male,2013,2.74,3.02,3.17,3.17,2.05,2.43
59170,CIS,Male,2013,3.94,4.67,3.83,3.59,3.55,3.68
90499,CIS,Female,2013,2.23,1.93,1.98,2.03,2.62,2.38
32152,CIS,Male,2013,2.71,2.60,2.00,2.81,3.11,3.13
55310,CIS,Female,2013,4.16,4.00,4.23,3.93,4.40,2.71
95263,CIS,Male,2013,4.37,4.42,4.33,4.34,4.36,2.64
44903,CIS,Male,2013,4.28,4.04,4.67,4.41,4.05,3.16
83592,CIS,Male,2013,4.02,3.58,4.43,4.41,3.81,2.43
78972,CIS,Male,2013,3.22,3.24,3.50,2.71,3.24,2.27
71808,CIS,Female,2013,3.74,3.84,3.88,3.34,3.76,2.58
96300,CIS,Male,2014,2.46,2.87,2.25,1.39,2.85,2.58
88520,CIS,Male,2013,2.93,3.18,2.23,2.45,3.73,3.13
32486,CIS,Female,2013,2.81,2.44,2.81,2.48,3.22,3.13
50512,CIS,Female,2013,3.69,2.98,3.86,3.90,4.09,3.26
97368,CIS,Male,2013,3.68,4.29,3.42,3.38,3.51,2.54
58948,CIS,Male,2014,4.10,4.00,4.26,4.38,3.86,3.98
97530,CIS,Male,2014,3.77,3.69,3.71,3.76,3.93,3.89
84997,CIS,Female,2014,4.76,4.47,4.90,4.93,4.81,2.67
69690,CIS,Male,2014,3.36,3.00,2.98,4.26,3.51,2.08
57194,CIS,Female,2014,4.22,3.82,4.07,4.76,4.40,3.54
55768,CIS,Female,2014,4.40,4.11,4.62,4.55,4.38,2.40
34797,CIS,Male,2014,3.39,3.40,2.73,3.66,3.86,2.85
96529,CIS,Male,2014,3.64,3.27,3.60,4.17,3.72,4.10
79420,CIS,Female,2014,3.75,3.56,3.67,3.84,3.98,2.85
40810,CIS,Female,2014,4.79,4.53,4.93,5.00,4.79,4.24
79407,CIS,Female,2014,4.20,3.64,4.43,4.59,4.29,2.88
72390,CIS,Male,2014,3.94,3.84,4.14,4.10,3.74,3.25
59101,CIS,Female,2014,4.03,4.27,4.05,4.07,3.73,3.31
92746,CIS,Female,2014,3.69,3.51,3.49,3.86,3.98,2.97
54552,CIS,Male,2014,4.72,4.73,4.79,4.52,4.76,3.22
51554,CIS,Male,2014,3.62,3.40,3.71,3.97,3.52,2.15
95381,CIS,Female,2014,4.61,4.49,4.69,5.00,4.40,4.17
50091,CIS,Female,2014,4.71,4.44,4.81,5.00,4.69,3.40
84757,CIS,Male,2014,3.66,2.76,3.56,4.66,4.05,3.13
65226,CIS,Male,2014,3.94,4.47,2.90,4.10,4.23,3.96
46500,CIS,Male,2014,3.25,3.47,2.64,3.61,3.33,3.13
23868,CIS,Female,2014,3.13,3.02,2.94,3.41,3.26,3.75
94115,CIS,Female,2014,3.58,3.02,3.64,3.79,3.95,3.26
81433,CIS,Male,2014,3.91,3.22,4.00,4.38,4.21,3.26
25503,CIS,Female,2014,3.33,3.42,3.40,3.52,3.02,3.13
48069,CIS,Male,2014,3.08,2.82,2.98,3.69,3.06,3.83
37749,CIS,Male,2014,4.32,4.02,4.40,4.59,4.36,3.47
63547,CIS,Female,2014,3.39,2.89,3.31,3.69,3.80,2.99
76656,CIS,Female,2014,3.99,3.78,4.24,4.07,3.90,1.80
76535,CIS,Male,2014,3.91,3.98,3.64,4.31,3.80,3.61
37492,CIS,Female,2014,4.99,4.96,5.00,5.00,5.00,4.31
74856,CIS,Male,2014,3.66,3.51,3.62,4.28,3.43,1.95
80603,CIS,Male,2014,3.63,3.60,3.40,3.83,3.73,2.70
82438,CIS,Male,2014,3.54,3.31,3.35,4.14,3.55,3.06
52489,CIS,Male,2014,3.90,4.18,3.43,3.81,4.09,2.29
25090,CIS,Male,2014,3.70,3.47,3.81,4.10,3.55,3.59
80003,CIS,Male,2014,3.55,3.51,3.76,3.84,3.20,2.23
35218,MIS,Male,2011,1.69,1.64,1.62,0.83,1.53,2.42
64471,MIS,Male,2010,1.69,2.00,2.09,1.13,1.54,1.96
83325,MIS,Male,2010,1.52,1.84,1.17,1.92,1.37,2.34
70953,MIS,Male,2011,2.23,2.48,2.54,2.79,1.51,2.21
91433,MIS,Female,2010,1.72,1.64,2.15,0.87,1.64,3.13
55069,MIS,Female,2011,1.87,1.59,1.26,1.87,1.79,2.81
60034,MIS,Male,2011,3.15,2.93,3.45,3.30,2.98,3.40
84270,MIS,Male,2010,2.72,3.23,1.72,3.23,2.95,3.61
90430,MIS,Male,2010,2.47,3.34,1.57,2.68,2.46,2.34
43863,MIS,Male,2010,2.38,2.98,2.56,1.89,2.28,3.13
71557,MIS,Male,2011,1.94,1.70,1.69,2.17,1.88,2.97
66458,MIS,Male,2011,2.33,2.67,2.15,1.64,2.22,3.13
67006,MIS,Female,2010,2.22,2.10,2.71,1.91,2.18,3.44
47288,MIS,Male,2010,2.60,2.73,2.39,2.51,1.54,2.50
78010,MIS,Male,2011,1.97,2.15,1.58,2.47,1.81,2.63
39894,MIS,Male,2012,2.93,2.19,2.16,3.16,3.57,2.19
61939,MIS,Male,2011,3.08,3.24,3.32,3.41,2.64,2.73
71532,MIS,Male,2010,3.65,3.34,4.09,4.04,3.33,2.75
80274,MIS,Male,2012,3.00,2.51,2.79,1.09,2.78,3.75
27297,MIS,Male,2010,2.69,2.73,2.12,3.03,2.65,3.75
30931,MIS,Male,2013,2.44,2.74,2.28,1.89,2.76,3.05
50568,MIS,Male,2010,3.46,3.14,3.46,3.63,3.67,2.42
42966,MIS,Male,2010,3.58,3.48,3.12,4.22,3.73,2.68
57021,MIS,Male,2010,4.21,4.30,4.20,4.33,4.07,2.59
36567,MIS,Female,2010,2.92,2.68,2.69,3.03,3.33,3.52
96310,MIS,Female,2010,4.29,4.05,4.37,4.30,4.44,2.41
53291,MIS,Female,2010,3.27,2.59,3.67,3.41,3.40,2.92
60693,MIS,Female,2010,3.52,2.82,3.57,3.85,3.96,3.13
44121,MIS,Male,2010,3.30,2.82,3.47,3.57,3.42,2.88
80079,MIS,Female,2011,2.92,2.72,2.53,2.71,2.85,2.27
75313,MIS,Male,2011,3.23,3.35,3.14,2.97,3.37,3.44
84234,MIS,Female,2011,4.57,3.98,4.84,4.59,4.87,2.73
74976,MIS,Female,2011,4.01,3.32,4.43,4.30,4.07,3.33
78112,MIS,Male,2011,4.01,3.78,3.70,4.26,4.24,2.81
44862,MIS,Male,2011,2.45,2.95,2.65,2.78,1.77,2.11
58704,MIS,Male,2012,2.65,3.39,2.90,2.81,2.04,3.05
70880,MIS,Female,2011,3.94,3.77,3.87,3.69,4.32,2.89
97254,MIS,Male,2011,3.48,3.20,3.41,3.52,3.82,2.32
92605,MIS,Female,2011,4.11,3.45,4.18,4.48,4.29,2.71
28675,MIS,Male,2011,2.59,2.80,2.61,2.68,2.41,2.89
25919,MIS,Female,2011,3.19,3.34,3.09,2.67,3.41,2.40
48030,MIS,Male,2012,2.11,3.11,2.02,1.41,1.73,2.32
52612,MIS,Female,2011,3.80,3.61,4.07,3.89,3.67,3.28
76727,MIS,Male,2011,3.43,3.18,3.52,3.41,3.60,3.28
40104,MIS,Female,2011,4.05,3.55,4.37,4.15,4.17,2.71
88172,MIS,Male,2011,2.40,2.75,2.74,2.27,2.01,2.50
88702,MIS,Male,2011,2.90,3.16,3.35,2.29,2.75,3.02
50843,MIS,Male,2011,2.76,2.70,2.85,3.07,2.51,3.04
56817,MIS,Male,2011,3.13,3.07,3.13,3.13,3.20,3.13
32981,MIS,Male,2011,3.18,2.41,3.77,2.97,3.31,2.86
85443,MIS,Female,2011,4.23,3.89,4.70,4.52,3.93,2.34
72716,MIS,Female,2012,2.19,3.00,2.60,2.33,1.58,3.44
84892,MIS,Male,2011,3.28,2.91,3.29,3.41,3.56,3.05
58452,MIS,Female,2011,3.99,3.43,4.51,4.07,3.98,3.54
24842,MIS,Male,2014,2.47,1.99,1.48,2.19,2.89,1.95
79722,MIS,Female,2011,3.97,3.68,4.37,3.93,3.89,2.89
75461,MIS,Female,2011,3.89,3.31,4.53,4.24,3.58,3.59
31254,MIS,Female,2011,3.11,2.66,3.46,3.07,3.20,2.42
71229,MIS,Female,2011,3.37,2.48,3.36,3.60,4.09,2.58
55090,MIS,Male,2011,2.41,2.75,2.64,2.15,2.14,2.42
68759,MIS,Male,2011,2.41,3.25,2.38,1.85,2.13,2.58
57214,MIS,Male,2011,3.24,3.22,3.56,3.41,2.93,3.30
95802,MIS,Male,2011,4.38,4.07,4.56,4.70,4.32,3.28
80064,MIS,Female,2011,3.22,3.43,3.11,2.74,3.37,3.67
55737,MIS,Male,2011,2.31,2.63,2.59,2.52,1.83,2.50
63526,MIS,Female,2011,3.77,3.11,4.30,4.26,3.60,2.19
90494,MIS,Female,2011,4.17,3.59,4.67,4.15,4.27,2.86
68578,MIS,Female,2011,3.73,3.36,4.14,3.74,3.69,2.81
40030,MIS,Female,2011,4.21,3.91,4.47,4.22,4.24,2.95
86096,MIS,Female,2011,3.62,2.98,3.78,3.93,3.89,3.30
60628,MIS,Male,2011,2.76,2.93,2.73,2.89,2.59,2.05
80480,MIS,Female,2011,3.23,3.41,3.49,3.15,2.90,2.41
61561,MIS,Male,2011,2.51,3.02,2.98,2.21,2.00,2.50
92653,MIS,Male,2011,4.15,3.98,4.69,4.70,3.51,2.42
90899,MIS,Female,2011,3.62,3.30,3.77,3.70,3.73,2.11
52402,MIS,Male,2011,2.45,3.27,2.17,2.00,2.34,3.04
97216,MIS,Male,2011,3.88,3.39,4.06,3.78,4.22,3.05
80967,MIS,Female,2011,4.53,4.11,4.84,4.41,4.73,2.95
35982,MIS,Male,2011,2.65,3.32,2.61,2.89,2.15,2.41
69098,MIS,Female,2011,4.68,4.23,4.81,4.93,4.84,4.30
43429,MIS,Male,2013,2.79,2.98,2.24,3.07,3.04,2.13
52308,MIS,Male,2012,2.66,2.84,2.32,2.36,2.95,2.81
60982,MIS,Male,2012,2.16,3.21,2.33,2.37,1.63,2.29
44521,MIS,Male,2011,3.16,1.79,3.35,3.72,3.78,2.15
64709,MIS,Male,2011,3.03,3.34,2.79,2.96,3.06,2.58
47078,MIS,Female,2012,2.08,3.02,1.96,1.87,1.82,2.81
92712,MIS,Female,2011,3.40,3.07,3.43,3.81,3.44,2.32
74317,MIS,Female,2011,3.68,3.30,3.51,4.00,4.02,2.50
88408,MIS,Female,2011,2.29,1.98,2.33,2.45,2.36,2.08
47568,MIS,Male,2013,1.77,2.50,2.00,1.71,1.34,2.92
95345,MIS,Male,2011,3.42,3.34,4.07,3.07,2.98,2.81
96301,MIS,Male,2011,3.23,2.82,2.90,3.46,3.87,2.50
68138,MIS,Female,2011,4.07,3.52,4.63,4.11,4.04,3.20
46034,MIS,Female,2011,2.66,2.84,3.14,2.30,2.36,3.04
64827,MIS,Female,2011,4.06,3.75,4.36,4.52,3.78,2.71
74962,MIS,Female,2011,3.24,3.25,3.28,2.81,3.43,2.77
29675,MIS,Male,2011,2.45,3.00,2.69,2.04,2.12,2.42
72752,MIS,Female,2011,3.10,2.80,2.73,3.32,3.58,3.75
59179,MIS,Female,2011,3.38,3.61,3.60,3.26,3.06,2.41
49862,MIS,Male,2011,3.22,3.41,3.05,3.37,3.11,2.59
50694,MIS,Female,2011,4.45,4.18,4.44,4.41,4.73,2.41
44064,MIS,Female,2011,3.11,3.02,3.58,2.40,3.20,3.39
59870,MIS,Male,2011,3.41,3.89,3.28,3.83,2.86,3.68
91635,MIS,Male,2011,3.28,3.48,3.44,3.56,2.79,2.95
80925,MIS,Female,2011,3.35,2.55,3.63,3.26,3.87,2.81
81304,MIS,Female,2011,4.57,4.20,4.79,4.59,4.69,4.22
47101,MIS,Female,2011,2.91,2.70,3.14,2.93,2.90,2.23
81030,MIS,Male,2011,2.94,3.07,3.04,3.52,2.45,2.27
86699,MIS,Female,2011,3.53,3.32,3.35,3.56,3.89,2.86
46399,MIS,Male,2011,3.47,3.23,3.67,3.22,3.67,3.30
51346,MIS,Male,2013,2.10,3.09,1.26,1.65,1.98,2.19
52771,MIS,Male,2012,3.52,3.94,2.90,3.18,3.85,3.30
26211,MIS,Male,2012,3.09,2.93,3.15,2.87,2.95,1.74
76719,MIS,Female,2012,4.00,3.82,4.11,4.33,3.71,2.97
61458,MIS,Male,2012,4.01,3.98,3.93,4.19,3.47,3.91
78704,MIS,Male,2012,4.33,4.30,4.21,4.59,4.15,2.68
97451,MIS,Female,2012,3.91,3.73,4.16,3.78,3.75,2.03
30648,MIS,Male,2012,4.11,3.95,4.26,4.44,3.77,2.19
39330,MIS,Male,2012,4.33,3.86,4.52,4.74,4.09,3.13
66523,MIS,Male,2012,2.69,2.52,2.56,3.26,2.52,3.61
71499,MIS,Male,2012,3.32,2.86,3.43,3.56,3.49,3.47
63831,MIS,Male,2012,3.50,2.23,3.54,4.03,4.15,3.26
49071,MIS,Male,2012,3.31,3.32,3.11,3.48,3.25,3.04
51461,MIS,Female,2012,3.40,2.59,3.85,4.33,3.21,2.50
83733,MIS,Female,2012,4.04,3.52,4.31,4.19,4.00,2.34
28926,MIS,Male,2012,3.16,2.84,3.41,3.37,2.79,2.25
79255,MIS,Female,2012,4.55,4.14,4.63,4.70,4.57,4.02
80295,MIS,Female,2012,4.54,4.05,4.70,4.70,4.57,3.91
75869,MIS,Male,2012,3.58,3.57,4.02,3.59,2.78,1.98
78790,MIS,Male,2012,3.50,3.52,3.26,3.74,3.21,2.97
80312,MIS,Female,2012,2.96,2.93,3.35,2.63,2.84,2.32
39853,MIS,Male,2012,4.12,3.57,4.33,4.56,4.02,2.58
43045,MIS,Male,2012,3.73,3.64,3.63,3.78,3.73,2.03
39844,MIS,Male,2014,2.52,2.66,2.31,3.07,2.27,2.50
62831,MIS,Female,2012,3.52,3.34,3.30,3.90,3.50,3.13
55053,MIS,Male,2012,3.18,3.30,3.37,3.19,2.74,2.68
35763,MIS,Female,2012,3.78,3.02,3.56,4.48,4.17,2.43
75829,MIS,Female,2012,3.35,3.16,3.73,3.30,3.20,2.63
92538,MIS,Female,2012,3.84,3.57,3.93,4.19,3.65,2.66
70603,MIS,Female,2012,2.91,2.14,2.98,3.74,2.94,2.50
34247,MIS,Male,2012,2.73,2.07,2.88,3.25,2.60,3.13
48191,MIS,Male,2012,2.73,3.11,2.80,3.04,2.03,3.13
71732,MIS,Female,2012,3.56,3.16,3.67,3.78,3.55,2.73
53339,MIS,Female,2012,3.66,3.57,3.76,3.74,3.46,3.75
56513,MIS,Male,2012,2.25,2.20,1.78,2.84,2.42,2.10
96158,MIS,Female,2012,3.58,3.18,3.64,4.07,2.96,3.67
75239,MIS,Female,2012,4.12,3.95,4.14,4.15,4.06,3.54
35594,MIS,Male,2012,2.70,2.32,2.50,3.17,2.64,3.52
78414,MIS,Female,2012,3.06,2.34,3.44,3.45,2.94,2.32
36711,MIS,Female,2012,3.27,3.11,3.22,3.81,2.74,3.36
53833,MIS,Male,2013,2.24,2.82,1.95,2.67,2.02,2.32
68599,MIS,Male,2012,3.39,3.25,3.02,4.07,3.20,2.28
25600,MIS,Male,2013,3.03,2.93,3.11,3.42,2.84,2.02
31535,MIS,Male,2012,3.43,3.36,3.07,4.00,3.16,3.82
95876,MIS,Male,2012,3.08,3.23,2.93,3.03,2.71,3.59
44054,MIS,Female,2012,3.44,3.16,3.39,3.59,3.65,2.89
77298,MIS,Female,2012,4.12,4.05,4.07,4.19,4.02,3.13
26565,MIS,Female,2012,4.11,3.82,3.95,4.04,4.38,2.33
80628,MIS,Male,2012,3.03,2.59,2.94,3.00,2.93,3.30
51372,MIS,Female,2012,3.69,2.98,3.98,3.78,3.81,2.85
74425,MIS,Female,2013,2.05,2.52,1.95,2.78,1.65,2.42
60524,MIS,Male,2012,2.88,2.56,3.13,3.30,2.66,2.11
46669,MIS,Female,2012,3.51,3.50,3.52,3.67,3.28,3.13
69087,MIS,Male,2012,2.81,3.11,2.76,3.00,2.39,2.58
38692,MIS,Female,2013,2.19,2.16,2.44,2.50,1.93,3.28
67432,MIS,Female,2012,3.51,2.68,3.54,3.93,3.83,2.89
44976,MIS,Female,2012,3.53,2.33,3.52,4.04,3.82,2.85
26303,MIS,Female,2012,4.11,3.43,4.13,4.63,4.25,1.67
70981,MIS,Male,2013,2.35,2.43,2.52,2.43,2.16,2.77
55385,MIS,Male,2012,3.05,3.30,2.94,3.59,2.57,2.89
43103,MIS,Male,2012,3.04,3.27,2.64,3.43,2.65,1.67
49900,MIS,Male,2014,1.70,2.23,1.29,2.03,1.59,2.42
79437,MIS,Female,2012,3.63,3.25,3.72,3.48,3.66,2.58
38515,MIS,Male,2013,2.04,2.41,2.12,1.93,1.81,2.33
67895,MIS,Female,2013,2.43,2.43,2.58,2.44,2.32,2.66
65789,MIS,Female,2012,4.03,3.50,4.07,4.00,4.31,3.05
68681,MIS,Male,2012,3.65,3.00,3.62,3.85,3.76,2.50
37700,MIS,Female,2012,3.70,3.18,3.42,4.30,3.82,3.47
32668,MIS,Male,2013,2.96,3.09,2.63,3.37,2.94,3.48
49677,MIS,Male,2013,2.25,2.86,2.14,2.45,1.93,2.03
35644,MIS,Male,2013,1.90,2.20,1.48,1.29,2.29,2.23
23544,MIS,Male,2012,3.26,3.02,2.80,3.57,3.34,1.80
85529,MIS,Female,2012,4.27,4.05,4.56,4.26,3.80,3.84
32467,MIS,Female,2012,2.64,2.48,2.77,2.72,2.60,2.99
42363,MIS,Male,2012,2.79,2.84,2.81,3.07,2.60,2.21
55313,MIS,Female,2012,4.05,3.73,4.13,4.33,3.94,3.33
50919,MIS,Female,2012,3.54,2.47,3.52,3.78,4.00,3.98
62421,MIS,Female,2013,4.55,4.39,4.49,4.41,4.87,2.42
93431,MIS,Male,2013,3.02,2.23,3.20,2.80,3.67,1.98
86831,MIS,Female,2014,1.97,1.57,1.75,2.13,2.22,2.99
30542,MIS,Male,2013,3.71,3.55,3.44,3.52,4.24,3.59
48329,MIS,Female,2013,3.80,3.25,4.07,3.93,3.98,3.05
54825,MIS,Male,2013,2.86,2.57,2.63,3.17,3.12,3.36
88829,MIS,Male,2013,2.55,2.77,2.19,2.10,2.86,2.99
24042,MIS,Female,2013,2.81,2.68,3.02,2.65,2.82,3.44
38059,MIS,Male,2013,3.03,2.50,2.82,2.97,3.78,2.32
81261,MIS,Male,2013,3.58,3.34,3.23,3.48,4.17,2.03
93304,MIS,Female,2013,3.34,2.80,3.64,3.43,3.51,2.66
94272,MIS,Female,2013,2.78,2.16,2.51,3.13,3.43,2.15
84722,MIS,Male,2013,3.99,4.05,4.12,3.70,4.00,3.13
82302,MIS,Female,2013,3.33,3.07,3.26,3.26,3.71,1.70
56731,MIS,Female,2013,3.01,2.30,3.14,3.23,3.35,1.65
55362,MIS,Male,2013,3.23,3.00,3.13,2.90,3.73,3.47
76385,MIS,Female,2013,2.79,3.34,3.02,3.15,2.11,2.71
66495,MIS,Male,2013,3.22,2.50,2.96,3.67,3.84,3.23
38173,MIS,Female,2013,2.47,2.14,2.31,2.55,2.77,2.58
61544,MIS,Female,2013,4.52,4.07,4.65,4.59,4.80,3.68
91300,MIS,Male,2013,3.72,3.45,3.74,3.70,3.96,3.61
74352,MIS,Male,2013,3.54,3.30,2.94,4.11,4.11,3.13
44619,MIS,Female,2013,3.31,2.91,3.34,3.48,3.54,2.29
54540,MIS,Female,2013,3.12,2.68,3.04,2.97,3.65,2.94
62250,MIS,Male,2013,3.01,3.11,2.95,2.93,3.00,2.43
89283,MIS,Male,2013,3.12,3.39,3.44,2.81,2.80,3.05
88955,MIS,Female,2013,2.52,2.39,2.37,2.48,2.69,2.22
47550,MIS,Male,2013,2.94,2.77,2.65,3.15,3.30,2.81
78036,MIS,Male,2013,3.39,2.39,3.45,3.53,4.14,3.83
77147,MIS,Male,2013,2.65,2.57,2.38,2.43,3.07,3.39
76198,MIS,Female,2013,4.59,4.52,4.62,4.41,4.73,3.31
37029,MIS,Male,2013,4.04,3.89,4.09,3.85,4.24,3.82
32241,MIS,Female,2013,2.96,2.43,3.20,2.40,3.47,2.32
43474,MIS,Male,2013,3.78,3.55,3.72,3.67,4.13,2.83
74113,MIS,Female,2013,3.71,3.70,4.00,3.15,3.76,2.57
51816,MIS,Male,2013,2.43,2.30,1.95,2.25,2.85,2.71
36820,MIS,Male,2014,1.96,2.02,1.77,2.16,1.99,1.94
59318,MIS,Male,2013,2.45,2.36,2.51,2.60,2.40,2.78
35979,MIS,Female,2013,4.11,3.77,4.33,4.07,4.24,3.66
41471,MIS,Male,2013,2.85,2.91,2.79,2.60,3.02,3.68
81817,MIS,Male,2014,2.43,2.23,2.05,1.87,3.07,3.98
90197,MIS,Male,2013,3.02,3.25,2.23,2.71,3.74,1.76
64562,MIS,Female,2013,2.69,2.64,2.98,2.13,2.78,2.54
93759,MIS,Female,2013,3.68,2.95,3.89,3.83,4.07,3.96
60031,MIS,Female,2013,3.10,3.07,3.35,2.52,3.22,2.27
54664,MIS,Female,2013,4.41,3.86,4.67,4.48,4.64,2.88
26784,MIS,Male,2013,2.98,2.43,3.00,3.50,3.13,2.99
91226,MIS,Male,2014,2.00,2.23,1.24,2.06,2.52,2.31
64603,MIS,Female,2013,4.21,4.00,4.53,3.85,4.33,3.61
56541,MIS,Female,2013,3.66,3.50,4.19,3.22,3.58,2.23
36178,MIS,Male,2014,2.30,2.11,2.08,1.87,2.69,2.41
32570,MIS,Male,2014,2.05,2.18,1.84,1.77,2.35,2.50
40010,MIS,Male,2013,2.73,2.80,2.29,2.73,3.14,2.19
92164,MIS,Male,2013,2.27,2.32,1.74,2.03,2.74,2.34
36625,MIS,Female,2013,3.62,3.39,3.95,3.50,3.62,3.61
55296,MIS,Female,2013,3.86,3.50,4.02,3.59,4.22,2.12
43529,MIS,Female,2013,4.41,4.30,4.70,4.26,4.33,3.36
55993,MIS,Female,2013,3.89,3.89,4.00,3.81,3.85,3.82
75290,MIS,Male,2013,2.15,2.02,2.04,2.18,2.23,2.75
78942,MIS,Female,2013,3.10,2.75,2.84,3.44,3.51,1.67
27676,MIS,Male,2013,2.83,2.57,2.75,3.13,2.93,1.46
90040,MIS,Female,2013,3.50,2.95,3.57,3.63,3.89,2.63
68306,MIS,Female,2013,3.65,3.02,4.10,3.47,3.96,2.22
43683,MIS,Female,2013,4.45,4.20,4.26,4.50,4.84,4.10
59839,MIS,Female,2013,2.07,1.61,2.05,1.57,2.47,2.06
73561,MIS,Male,2013,3.25,3.07,3.16,2.73,3.76,2.34
50013,MIS,Female,2013,3.75,3.18,3.95,3.41,4.33,3.82
30766,MIS,Female,2013,3.09,3.14,2.49,3.67,3.36,2.53
24881,MIS,Male,2013,3.12,3.07,2.81,3.47,3.23,3.06
31222,MIS,Female,2013,3.19,2.55,2.81,3.35,4.15,2.68
76923,MIS,Male,2013,3.82,3.27,3.93,3.82,4.20,2.89
66903,MIS,Female,2013,2.85,2.89,2.50,2.56,3.12,3.06
81492,MIS,Male,2013,2.88,2.68,2.50,2.93,3.45,2.93
